artwork,owner,date,source,date_unknown,notes,
1,1,1912,https://www.wikidata.org/wiki/Q27970742
1,999921,1913,https://www.wikidata.org/wiki/Q27970742
1,2,2021,https://www.hermitagemuseum.org/wps/portal/hermitage/digital-collection/01.+Paintings/39487/
2,4,1912,https://www.wikidata.org/wiki/Q28126486
2,5,1928,https://collection.barnesfoundation.org/objects/6960/The-Bellevue-Plain-also-called-The-Red-Earth-(La-Plaine-de-Bellevue-dit-aussi-Les-Terres-Rouges)/
2,6,1930,https://collection.barnesfoundation.org/objects/6960/The-Bellevue-Plain-also-called-The-Red-Earth-(La-Plaine-de-Bellevue-dit-aussi-Les-Terres-Rouges)/
2,7,1931,https://collection.barnesfoundation.org/objects/6960/The-Bellevue-Plain-also-called-The-Red-Earth-(La-Plaine-de-Bellevue-dit-aussi-Les-Terres-Rouges)/
2,8,1931,https://collection.barnesfoundation.org/objects/6960/The-Bellevue-Plain-also-called-The-Red-Earth-(La-Plaine-de-Bellevue-dit-aussi-Les-Terres-Rouges)/
2,3,1932,https://collection.barnesfoundation.org/objects/6960/The-Bellevue-Plain-also-called-The-Red-Earth-(La-Plaine-de-Bellevue-dit-aussi-Les-Terres-Rouges)/
2,3,2021,https://collection.barnesfoundation.org/objects/6960/The-Bellevue-Plain-also-called-The-Red-Earth-(La-Plaine-de-Bellevue-dit-aussi-Les-Terres-Rouges)/
4,11,1912,http://www.wikidata.org/entity/Q26221149
4,13,1939,https://honolulumuseum.org/collections/35130/,1,Gift from Cookes but date they acquired unknown. Catalogue page doesn't even mention Van Gogh
4,12,1946,https://honolulumuseum.org/collections/35130/
4,12,2021,https://honolulumuseum.org/collections/35130/
5,14,1912,http://www.wikidata.org/entity/Q867510
5,15,1931,http://www.wikidata.org/entity/Q867510
5,999900,1934,https://www.metmuseum.org/art/collection/search/437980,1
5,17,1949,https://www.metmuseum.org/art/collection/search/437980
5,17,2021,https://www.metmuseum.org/art/collection/search/437980
6,20,1912,http://www.getty.edu/art/collection/objects/816/henri-rousseau-a-centennial-of-independence-french-1892/,1
6,21,1912,http://www.getty.edu/art/collection/objects/816/henri-rousseau-a-centennial-of-independence-french-1892/
6,22,1921,http://www.getty.edu/art/collection/objects/816/henri-rousseau-a-centennial-of-independence-french-1892/,1
6,23,1923,http://www.getty.edu/art/collection/objects/816/henri-rousseau-a-centennial-of-independence-french-1892/
6,24,1976,http://www.getty.edu/art/collection/objects/816/henri-rousseau-a-centennial-of-independence-french-1892/
6,999901,1986,http://www.getty.edu/art/collection/objects/816/henri-rousseau-a-centennial-of-independence-french-1892/
6,18,1988,http://www.getty.edu/art/collection/objects/816/henri-rousseau-a-centennial-of-independence-french-1892/
6,18,2021,http://www.getty.edu/art/collection/objects/816/henri-rousseau-a-centennial-of-independence-french-1892/
7,21,1912,http://www.wikidata.org/entity/Q104585989
7,27,1917,http://sammlungonline.kunstmuseumbasel.ch/eMuseumPlus?service=direct/1/ResultDetailView/result.inline.list.t1.collection_list.$TspTitleLink.link&sp=13&sp=Sartist&sp=SfilterDefinition&sp=0&sp=1&sp=1&sp=SdetailView&sp=47&sp=Sdetail&sp=0&sp=T&sp=0&sp=SdetailList&sp=0&sp=F&sp=Scollection&sp=l1497
7,26,1967,http://sammlungonline.kunstmuseumbasel.ch/eMuseumPlus?service=direct/1/ResultDetailView/result.inline.list.t1.collection_list.$TspTitleLink.link&sp=13&sp=Sartist&sp=SfilterDefinition&sp=0&sp=1&sp=1&sp=SdetailView&sp=47&sp=Sdetail&sp=0&sp=T&sp=0&sp=SdetailList&sp=0&sp=F&sp=Scollection&sp=l1497
7,26,2021,http://sammlungonline.kunstmuseumbasel.ch/eMuseumPlus?service=direct/1/ResultDetailView/result.inline.list.t1.collection_list.$TspTitleLink.link&sp=13&sp=Sartist&sp=SfilterDefinition&sp=0&sp=1&sp=1&sp=SdetailView&sp=47&sp=Sdetail&sp=0&sp=T&sp=0&sp=SdetailList&sp=0&sp=F&sp=Scollection&sp=l1497
8,21,1912,https://www.moma.org/collection/works/78578
8,28,1917,https://www.moma.org/collection/works/78578
8,999902,1925,https://www.moma.org/collection/works/78578
8,29,1958,https://www.moma.org/collection/works/78578
8,30,1960,https://www.moma.org/collection/works/78578
8,30,2021,https://www.moma.org/collection/works/78578
9,32,1912,https://www.wikidata.org/wiki/Q21948567
9,31,1924,https://www.nationalgallery.org.uk/paintings/vincent-van-gogh-sunflowers
9,31,2021,https://www.nationalgallery.org.uk/paintings/vincent-van-gogh-sunflowers
10,999903,1912,https://sammlung.belvedere.at/objects/3415/die-freundinnen
10,34,1929,https://sammlung.belvedere.at/objects/3415/die-freundinnen,1,"Known owned until 1937. Also Otto Kallir - not clear relationship"
10,999904,1937,https://sammlung.belvedere.at/objects/3415/die-freundinnen
10,33,1952,https://sammlung.belvedere.at/objects/3415/die-freundinnen
10,33,2021,https://sammlung.belvedere.at/objects/3415/die-freundinnen
11,35,1912,https://mplus.kunsthaus.ch/MpWeb-mpZuerichKunsthaus/v?mode=online&l=en#!m/Object/Qe4kN46lgSRotsYJ_nwLoQ/form/ObjCatalogueViewOnlineUser
11,999905,1911,https://mplus.kunsthaus.ch/MpWeb-mpZuerichKunsthaus/v?mode=online&l=en#!m/Object/Qe4kN46lgSRotsYJ_nwLoQ/form/ObjCatalogueViewOnlineUser,1,"Very hard to read the prov listing"
11,36,1937,https://mplus.kunsthaus.ch/MpWeb-mpZuerichKunsthaus/v?mode=online&l=en#!m/Object/Qe4kN46lgSRotsYJ_nwLoQ/form/ObjCatalogueViewOnlineUser
12,37,1912,https://www.metmuseum.org/art/collection/search/436527
12,17,1955,https://www.metmuseum.org/art/collection/search/436527
12,17,2021,https://www.metmuseum.org/art/collection/search/436527
13,39,1912,https://www.wikidata.org/wiki/Q18891074
13,999906,1921,https://www.wikidata.org/wiki/Q18891074,1,"No prov in Wallraf collection record"
13,38,1949,https://www.wallraf.museum/en/collections/19th-century/masterpieces/edvard-munch-girls-on-a-pier-1905/the-highlight/
13,38,2021,https://www.wallraf.museum/en/collections/19th-century/masterpieces/edvard-munch-girls-on-a-pier-1905/the-highlight/
14,41,1912,https://www.nga.gov/collection/art-object-page.56109.html#provenance
14,42,1927,https://www.nga.gov/collection/art-object-page.56109.html#provenance,1,"by 1927"
14,43,1951,https://www.nga.gov/collection/art-object-page.56109.html#provenance,1,"inheritance"
14,43,1980,https://www.nga.gov/collection/art-object-page.56109.html#provenance,1,"inheritance"
14,40,1981,https://www.nga.gov/collection/art-object-page.56109.html#provenance
14,40,2021,https://www.nga.gov/collection/art-object-page.56109.html#provenance
15,21,1912,https://www.clevelandart.org/art/1958.32
15,44,1913,https://www.clevelandart.org/art/1958.32,1
15,45,1942,https://www.clevelandart.org/art/1958.32
15,46,1942,https://www.clevelandart.org/art/1958.32
15,47,1946,https://www.clevelandart.org/art/1958.32
15,48,1958,https://www.clevelandart.org/art/1958.32
15,48,2021,https://www.clevelandart.org/art/1958.32
16,49,1912,https://www.wikidata.org/wiki/Q26220102
16,50,1956,https://www.wikidata.org/wiki/Q26220102,1
16,51,1961,https://www.wikidata.org/wiki/Q26220102,1
16,52,1963,https://www.wikidata.org/wiki/Q26220102
16,53,1972,https://www.wikidata.org/wiki/Q26220102
16,53,2021,https://www.wikidata.org/wiki/Q26220102
17,54,1912,https://www.wikidata.org/wiki/Q18748731
17,55,1924,https://munch.emuseum.com/en/objects/4569/sommernatt-inger-pa-stranden?ctx=e90550f8-fef1-4dcb-af80-879ae8820f58&idx=0
17,55,1931,https://munch.emuseum.com/en/objects/4569/sommernatt-inger-pa-stranden?ctx=e90550f8-fef1-4dcb-af80-879ae8820f58&idx=0,1
17,55,2021,https://munch.emuseum.com/en/objects/4569/sommernatt-inger-pa-stranden?ctx=e90550f8-fef1-4dcb-af80-879ae8820f58&idx=0,1
18,56,1912,https://philamuseum.org/collection/object/82820
18,57,1928,https://philamuseum.org/collection/object/82820
18,58,1949,https://philamuseum.org/collection/object/82820
18,59,1986,https://philamuseum.org/collection/object/82820
18,59,2021,https://philamuseum.org/collection/object/82820
19,60,1912,https://www.wikidata.org/wiki/Q11770767
19,999907,1921,https://www.wikidata.org/wiki/Q11770767,1,"Can't find any details on this one"
19,999907,2021,https://www.wikidata.org/wiki/Q11770767,1,"Can't find any details on this one"
20,61,1912,https://www.wikidata.org/wiki/Q30071452
20,999908,1921,https://www.sammlung.pinakothek.de/en/artwork/jpxeaOnxJ7/georges-braque/la-calanque-temps-gris,1
20,62,1964,https://www.sammlung.pinakothek.de/en/artwork/jpxeaOnxJ7/georges-braque/la-calanque-temps-gris
20,62,2021,https://www.sammlung.pinakothek.de/en/artwork/jpxeaOnxJ7/georges-braque/la-calanque-temps-gris
22,63,1912,https://www.dia.org/art/collection/object/diggers-46067
22,64,1938,https://www.dia.org/art/collection/object/diggers-46067
22,65,1941,https://www.dia.org/art/collection/object/diggers-46067
22,66,1970,https://www.dia.org/art/collection/object/diggers-46067
22,66,2021,https://www.dia.org/art/collection/object/diggers-46067
23,21,1912,https://www.wikidata.org/wiki/Q24022779
23,999909,1913,https://data.collectienederland.nl/page/aggregation/kroller-muller/44514,1,"No prov info"
23,67,2021,https://data.collectienederland.nl/page/aggregation/kroller-muller/44514,1,"No prov info"
24,74,1912,https://www.wikidata.org/wiki/Q4808368
24,75,1913,https://www.wikidata.org/wiki/Q4808368
24,71,1944,https://www.christies.com/lot/lot-gustave-courbet-femme-nue-couchee-5946116/?
24,999910,1945,https://www.christies.com/lot/lot-gustave-courbet-femme-nue-couchee-5946116/?
24,72,2005,https://www.christies.com/lot/lot-gustave-courbet-femme-nue-couchee-5946116/?
24,73,2005,https://www.christies.com/lot/lot-gustave-courbet-femme-nue-couchee-5946116/?
24,73,2015,https://www.christies.com/lot/lot-gustave-courbet-femme-nue-couchee-5946116/?
26,76,1912,https://www.wikidata.org/wiki/Q18891174
26,77,1928,https://www.tate.org.uk/art/artworks/munch-the-sick-child-n05035
26,78,1938,https://www.tate.org.uk/art/artworks/munch-the-sick-child-n05035
26,79,1939,https://www.tate.org.uk/art/artworks/munch-the-sick-child-n05035
26,31,1939,https://www.tate.org.uk/art/artworks/munch-the-sick-child-n05035
26,31,2021,https://www.tate.org.uk/art/artworks/munch-the-sick-child-n05035
27,34,1912,https://www.wikidata.org/wiki/Q28008262
27,80,1921,https://sammlung.belvedere.at/objects/8158/stillleben-mit-hammel-und-hyazinthe
27,33,1922,https://sammlung.belvedere.at/objects/8158/stillleben-mit-hammel-und-hyazinthe
27,33,2021,https://sammlung.belvedere.at/objects/8158/stillleben-mit-hammel-und-hyazinthe
28,999911,1912,https://sammlung.belvedere.at/objects/3163
28,80,1937,https://sammlung.belvedere.at/objects/3163
28,33,1949,https://sammlung.belvedere.at/objects/3163
28,33,2021,https://sammlung.belvedere.at/objects/3163
30,28,1912,https://collections.mfa.org/objects/32542
30,60,1916,https://collections.mfa.org/objects/32542
30,8,1928,https://collections.mfa.org/objects/32542
30,82,1928,https://collections.mfa.org/objects/32542
30,81,1935,https://collections.mfa.org/objects/32542
30,81,2021,https://collections.mfa.org/objects/32542
31,83,1912,https://www.wikidata.org/wiki/Q18890481
31,84,1917,https://kodebergen.no/en/exhibitions/rasmus-meyer-collection
31,84,2021,https://kodebergen.no/en/exhibitions/rasmus-meyer-collection
32,999912,1912,http://web.archive.org/web/20121023113612/https://www.toledomuseum.org/wordpress/wp-content/uploads/Provenance-Research-lowres.pdf
32,85,1939,http://web.archive.org/web/20121023113612/https://www.toledomuseum.org/wordpress/wp-content/uploads/Provenance-Research-lowres.pdf
32,127,2021,http://web.archive.org/web/20121023113612/https://www.toledomuseum.org/wordpress/wp-content/uploads/Provenance-Research-lowres.pdf
33,14,1912,https://www.wikidata.org/wiki/Q26221172
33,28,1928,https://www.christies.com/lot/lot-vincent-van-gogh-laboureur-dans-un-champ-6108742/?
33,85,1929,https://www.christies.com/lot/lot-vincent-van-gogh-laboureur-dans-un-champ-6108742/?
33,86,1970,https://www.christies.com/lot/lot-vincent-van-gogh-laboureur-dans-un-champ-6108742/?
33,87,1982,https://www.christies.com/lot/lot-vincent-van-gogh-laboureur-dans-un-champ-6108742/?
33,999913,2017,https://www.christies.com/lot/lot-vincent-van-gogh-laboureur-dans-un-champ-6108742/?
33,999914,2021,https://www.christies.com/lot/lot-vincent-van-gogh-laboureur-dans-un-champ-6108742/?
34,88,1912,https://www.philamuseum.org/collection/object/52064
34,14,1924,https://www.philamuseum.org/collection/object/52064,1
34,89,1927,https://www.philamuseum.org/collection/object/52064,1
34,8,1937,https://www.philamuseum.org/collection/object/52064
34,90,1946,https://www.philamuseum.org/collection/object/52064
34,91,1947,https://www.philamuseum.org/collection/object/52064
34,59,1950,https://www.philamuseum.org/collection/object/52064
34,59,2021,https://www.philamuseum.org/collection/object/52064
35,999915,1912,https://emuseum.mfah.org/objects/1550/the-rocks
35,92,1962,https://emuseum.mfah.org/objects/1550/the-rocks
35,94,1964,https://emuseum.mfah.org/objects/1550/the-rocks
35,95,1974,https://emuseum.mfah.org/objects/1550/the-rocks
35,95,2021,https://emuseum.mfah.org/objects/1550/the-rocks
36,32,1912,https://www.vangoghmuseum.nl/en/collection/s0050V1962
36,97,1925,https://www.vangoghmuseum.nl/en/collection/s0050V1962
36,97,1961,https://www.vangoghmuseum.nl/en/collection/s0050V1962
36,96,1962,https://www.vangoghmuseum.nl/en/collection/s0050V1962
36,96,2021,https://www.vangoghmuseum.nl/en/collection/s0050V1962
37,1,1912,https://www.wikidata.org/wiki/Q52086999
37,999916,1913,
37,999917,2021,,1,"Can't find anything about it"
38,37,1912,https://www.nortonsimon.org/art/detail/F.1969.39.2.P
38,999918,1956,https://www.nortonsimon.org/art/detail/F.1969.39.2.P
38,98,1969,https://www.nortonsimon.org/art/detail/F.1969.39.2.P
38,98,2021,https://www.nortonsimon.org/art/detail/F.1969.39.2.P
40,60,1912,https://www.wikidata.org/wiki/Q26221124
40,100,1915,https://www.musee-orsay.fr/fr/oeuvres/larlesienne-14058
40,101,1952,https://www.musee-orsay.fr/fr/oeuvres/larlesienne-14058
40,101,1985,https://www.musee-orsay.fr/fr/oeuvres/larlesienne-14058
40,102,1986,https://www.musee-orsay.fr/fr/oeuvres/larlesienne-14058
40,102,2021,https://www.musee-orsay.fr/fr/oeuvres/larlesienne-14058
41,19,1912,https://www.moma.org/collection/works/80430
41,103,1921,https://www.moma.org/collection/works/80430
41,57,1925,https://www.moma.org/collection/works/80430,1
41,104,1931,https://www.moma.org/collection/works/80430,1,1
41,105,1937,https://www.moma.org/collection/works/80430,1
41,105,1955,https://www.moma.org/collection/works/80430,1
41,106,1956,https://www.moma.org/collection/works/80430
41,106,1978,https://www.moma.org/collection/works/80430
41,30,1979,https://www.moma.org/collection/works/80430
41,30,2021,https://www.moma.org/collection/works/80430
42,60,1912,https://www.wikidata.org/wiki/Q9371890
42,107,1930,https://www.phillipscollection.org/collection/entrance-public-gardens-arles
42,107,2021,https://www.phillipscollection.org/collection/entrance-public-gardens-arles
43,21,1912,https://emuseum.hydecollection.org/objects/43/boy-holding-a-blue-vase
43,999918,1913,https://emuseum.hydecollection.org/objects/43/boy-holding-a-blue-vase
43,108,1943,https://emuseum.hydecollection.org/objects/43/boy-holding-a-blue-vase
43,109,1952,https://emuseum.hydecollection.org/objects/43/boy-holding-a-blue-vase
43,109,2021,https://emuseum.hydecollection.org/objects/43/boy-holding-a-blue-vase
44,110,1912,https://www.wikidata.org/wiki/Q104541814
44,111,1933,https://www.19thc-artworldwide.org/spring19/new-discoveries-edvard-munch-portrait-of-felix-auerbach-1906
44,73,1980,https://www.19thc-artworldwide.org/spring19/new-discoveries-edvard-munch-portrait-of-felix-auerbach-1906
44,73,2008,https://www.19thc-artworldwide.org/spring19/new-discoveries-edvard-munch-portrait-of-felix-auerbach-1906
44,96,2017,https://www.19thc-artworldwide.org/spring19/new-discoveries-edvard-munch-portrait-of-felix-auerbach-1906
44,96,2021,https://www.19thc-artworldwide.org/spring19/new-discoveries-edvard-munch-portrait-of-felix-auerbach-1906
45,112,1912,https://www.nga.gov/collection/art-object-page.163323.html#provenance
45,113,1929,https://www.nga.gov/collection/art-object-page.163323.html#provenance
45,114,1955,https://www.nga.gov/collection/art-object-page.163323.html#provenance
45,40,1999,https://www.nga.gov/collection/art-object-page.163323.html#provenance
45,40,2021,https://www.nga.gov/collection/art-object-page.163323.html#provenance
47,60,1912,https://www.wikidata.org/wiki/Q28146931
47,999919,1913,https://www.wikidata.org/wiki/Q28146931,1,"No information"
48,115,1912,https://www.wikidata.org/wiki/Q26221232
48,999920,1913,https://www.wikidata.org/wiki/Q26221232
48,116,2021,http://impressionistsgallery.co.uk/artists/Artists/ghi/Van%20Gogh/1890.html
49,83,1912,https://www.wikidata.org/wiki/Q16939042
49,84,1917,https://kodebergen.no/en/exhibitions/rasmus-meyer-collection
49,84,2021,https://kodebergen.no/en/exhibitions/rasmus-meyer-collection
50,1,1912,https://www.wikidata.org/wiki/Q26221197
50,118,1927,https://www.buehrle.ch/en/collection/?tx_buehrlewerkliste_werkliste%5Bwerk%5D=75&tx_buehrlewerkliste_werkliste%5Baction%5D=show&cHash=b6ec5e8184c895db6e4e91977b20ac6a
50,73,1942,https://www.buehrle.ch/en/collection/?tx_buehrlewerkliste_werkliste%5Bwerk%5D=75&tx_buehrlewerkliste_werkliste%5Baction%5D=show&cHash=b6ec5e8184c895db6e4e91977b20ac6a
50,119,1949,https://www.buehrle.ch/en/collection/?tx_buehrlewerkliste_werkliste%5Bwerk%5D=75&tx_buehrlewerkliste_werkliste%5Baction%5D=show&cHash=b6ec5e8184c895db6e4e91977b20ac6a
50,117,1960,https://www.buehrle.ch/en/collection/?tx_buehrlewerkliste_werkliste%5Bwerk%5D=75&tx_buehrlewerkliste_werkliste%5Baction%5D=show&cHash=b6ec5e8184c895db6e4e91977b20ac6a
50,117,2021,https://www.buehrle.ch/en/collection/?tx_buehrlewerkliste_werkliste%5Bwerk%5D=75&tx_buehrlewerkliste_werkliste%5Baction%5D=show&cHash=b6ec5e8184c895db6e4e91977b20ac6a
51,70,1912,https://www.wikidata.org/wiki/Q20178788
51,120,1912,http://www.getty.edu/art/collection/objects/102380/paul-cezanne-still-life-with-apples-french-1893-1894/
51,73,1980,http://www.getty.edu/art/collection/objects/102380/paul-cezanne-still-life-with-apples-french-1893-1894/
51,18,1996,http://www.getty.edu/art/collection/objects/102380/paul-cezanne-still-life-with-apples-french-1893-1894/
51,18,2021,http://www.getty.edu/art/collection/objects/102380/paul-cezanne-still-life-with-apples-french-1893-1894/
52,121,1912,https://www.metmuseum.org/art/collection/search/436530
52,122,1923,https://www.metmuseum.org/art/collection/search/436530
52,123,1925,https://www.metmuseum.org/art/collection/search/436530
52,124,1928,https://www.metmuseum.org/art/collection/search/436530
52,125,1947,https://www.metmuseum.org/art/collection/search/436530
52,125,1961,https://www.metmuseum.org/art/collection/search/436530
52,17,1962,https://www.metmuseum.org/art/collection/search/436530
52,17,2021,https://www.metmuseum.org/art/collection/search/436530
54,83,1912,https://www.wikidata.org/wiki/Q18890630
54,84,1917,https://www.wikidata.org/wiki/Q18890630
54,84,2021,https://www.wikidata.org/wiki/Q18890630
55,88,1912,https://www.philamuseum.org/collection/object/52064
55,14,1924,https://www.philamuseum.org/collection/object/52064,1
55,8,1926,https://www.philamuseum.org/collection/object/52064
55,90,1946,https://www.philamuseum.org/collection/object/52064
55,91,1947,https://www.philamuseum.org/collection/object/52064
55,59,1950,https://www.philamuseum.org/collection/object/52064
56,120,1912,https://www.wikidata.org/wiki/Q63869920
56,999922,1913,http://emuseum.toledomuseum.org/objects/54768/avenue-at-chantilly
56,127,1959,http://emuseum.toledomuseum.org/objects/54768/avenue-at-chantilly
56,127,2021,http://emuseum.toledomuseum.org/objects/54768/avenue-at-chantilly
57,129,1912,http://collection.imamuseum.org/artwork/56838/
57,130,1917,http://collection.imamuseum.org/artwork/56838/
57,131,1957,http://collection.imamuseum.org/artwork/56838/
57,128,1974,http://collection.imamuseum.org/artwork/56838/,1,"No date given as to when it was donated"
57,128,2021,http://collection.imamuseum.org/artwork/56838/,1,"No date given as to when it was donated"
58,68,1912,http://collection.imamuseum.org/artwork/82261/
58,132,1934,http://collection.imamuseum.org/artwork/82261/
58,133,1944,http://collection.imamuseum.org/artwork/82261/
58,134,1948,http://collection.imamuseum.org/artwork/82261/
58,135,1952,http://collection.imamuseum.org/artwork/82261/,1
58,136,1964,http://collection.imamuseum.org/artwork/82261/,1
58,137,1980,http://collection.imamuseum.org/artwork/82261/
58,128,1998,http://collection.imamuseum.org/artwork/82261/
58,128,2021,http://collection.imamuseum.org/artwork/82261/
59,21,1912,https://www.wikidata.org/wiki/Q49870534
59,999923,1913,https://masp.org.br/acervo/obra/madame-cezanne-em-vermelho
59,138,1949,https://masp.org.br/acervo/obra/madame-cezanne-em-vermelho,1,"No detail on provenance"
59,138,2021,https://masp.org.br/acervo/obra/madame-cezanne-em-vermelho
